;date;feature_1_matrix_close_ewma_span_1_days_vs_close_ewma_span_2_days;feature_2_matrix_close_ewma_span_1_days_vs_close_ewma_span_3_days;feature_3_matrix_close_ewma_span_1_days_vs_close_ewma_span_5_days;feature_4_matrix_close_ewma_span_2_days_vs_close_ewma_span_3_days;feature_5_matrix_close_ewma_span_2_days_vs_close_ewma_span_5_days;feature_6_matrix_close_ewma_span_3_days_vs_close_ewma_span_5_days;distance
0;2014-07-17;-0.693098409101367;-1.1066208593547344;-1.496768370270729;-0.4164086189121008;-0.8092790842056274;-0.3945132717490196;0.08346324506076801
1;2014-12-31;-0.7627795450389385;-1.1758726090192795;-1.4839866198599339;-0.41626831516623497;-0.726750586181879;-0.31178013887256384;0.07479974050843467
2;2015-05-05;-0.7152657490223646;-1.041110884398222;-1.425637397915125;-0.32819260377436876;-0.7154893130064011;-0.38857199251651764;0.10478739616594727
3;2015-06-29;-0.6653359159827232;-1.046266220510006;-1.448742114007473;-0.3834817558526993;-0.7886533625423908;-0.4067313391715288;0.1142589686850031
4;2015-12-31;-0.7438140921294689;-1.1469804681837559;-1.611565239727497;-0.4061876330524683;-0.8742539212107658;-0.4699752200394869;0.13602932999023887
5;2016-02-02;-0.6821374874562025;-0.9934755973517895;-1.4324858784675598;-0.31347647309303284;-0.7555019110441208;-0.4434154834598303;0.14534590020342325
6;2017-11-29;-0.7791269104927778;-1.1996864341199398;-1.5405772253870964;-0.423861900344491;-0.7674295455217361;-0.3450300544500351;0.07226173999795478
7;2017-12-26;-0.849533174186945;-1.2474337592720985;-1.5589980408549309;-0.40130987763404846;-0.7155437022447586;-0.3154999343678355;0.11865433904657978
8;2018-10-18;-0.7747965399175882;-1.09387980774045;-1.4258538372814655;-0.32157476525753736;-0.6561410613358021;-0.33564562909305096;0.1037671749591649
9;2019-12-03;-0.7247380446642637;-1.1372407898306847;-1.50573393329978;-0.41551413014531136;-0.7866973988711834;-0.3727319650352001;0.05683944643897112
10;2021-05-10;-0.7809174247086048;-1.1179867200553417;-1.593836396932602;-0.3397222841158509;-0.8193171583116055;-0.48122978769242764;0.10750091379779875
11;2022-01-18;-0.6431125104427338;-1.0105925612151623;-1.4672016724944115;-0.3698586253449321;-0.8294232189655304;-0.46127066016197205;0.14728024033992476
12;2022-04-06;-0.7599502336233854;-1.1750658974051476;-1.5059886500239372;-0.41829454712569714;-0.7517513353377581;-0.3348574973642826;0.05993551715254604
13;2022-04-29;-0.8159100078046322;-1.0538763366639614;-1.5190059319138527;-0.2399238757789135;-0.7088797632604837;-0.4700837191194296;0.13220197179668788
14;2023-09-26;-0.7098350673913956;-1.0373959317803383;-1.4356845058500767;-0.3299025818705559;-0.7310385815799236;-0.4024636931717396;0.1038517972896982
15;2024-01-30;-0.7258173543959856;-1.166126411408186;-1.5500794164836407;-0.4435282666236162;-0.8302884176373482;-0.3884832141920924;0.092813961757769
16;2024-10-07;-0.7309584878385067;-1.1154493317008018;-1.5476920641958714;-0.3873220644891262;-0.8227475918829441;-0.4371185787022114;0.07840023025890148
