;date;close_ewma_span_1_days;close_ewma_span_2_days;close_ewma_span_3_days;close_ewma_span_5_days
0;2010-01-04;9.699999809265137;;;
1;2010-01-05;9.710000038146973;9.706666628519695;;
2;2010-01-06;9.56999969482422;9.61555533938938;9.637499809265137;
3;2010-01-07;9.470000267028809;9.518518624482333;9.553750038146973;
4;2010-01-08;9.43000030517578;9.459506411611297;9.491875171661377;9.540617365895967
5;2010-01-11;9.140000343322754;9.246502366085602;9.315937757492065;9.407078358371564
6;2010-01-12;8.649999618530273;8.848833867715383;8.98296868801117;9.154718778424467
7;2010-01-13;9.149999618530272;9.04961103492531;9.066484153270721;9.153145725126404
8;2010-01-14;9.0;9.01653701164177;9.03324207663536;9.10209715008427
9;2010-01-15;8.84000015258789;8.898845772272518;8.936621114611626;9.014731484252144
10;2010-01-19;9.010000228881836;8.972948743345396;8.97331067174673;9.013154399128709
11;2010-01-20;8.869999885559082;8.904316171487853;8.921655278652906;8.965436227938834
12;2010-01-21;8.989999771118164;8.961438571241393;8.955827524885535;8.973624075665278
13;2010-01-22;7.880000114440918;8.240479600041077;8.417913819663227;8.609082755257159
14;2010-01-25;8.069999694824219;8.126826329896504;8.243956757243723;8.429388401779512
15;2010-01-26;8.09000015258789;8.102275545024096;8.166978454915807;8.316258985382305
16;2010-01-27;8.1899995803833;8.160758235263565;8.178489017649554;8.274172517049305
17;2010-01-28;7.880000114440918;7.973586154715134;8.029244566045236;8.142781716179844
18;2010-01-29;7.460000038146973;7.63119541033636;7.744622302096104;7.915187823502221
19;2010-02-01;7.980000019073486;7.863731816161112;7.862311160584795;7.9367918886926425
20;2010-02-02;7.909999847412109;7.894577170328443;7.886155503998452;7.927861208265798
21;2010-02-03;7.809999942779541;7.838192351962508;7.848077723388997;7.88857411977038
22;2010-02-04;7.190000057220459;7.406064155467808;7.519038890304728;7.655716098920406
23;2010-02-05;7.349999904632568;7.368687988244314;7.434519397468648;7.55381070082446
24;2010-02-08;7.420000076293945;7.402896046944068;7.427259736881297;7.509207159314289
25;2010-02-09;7.539999961853027;7.494298656883375;7.483629849367162;7.519471426827202
26;2010-02-10;7.639999866485596;7.591432796618189;7.561814857926379;7.55964757338
