;date;close_ewma_span_1_days;close_ewma_span_2_days;close_ewma_span_3_days;close_ewma_span_5_days
0;2010-01-04;6.447412014007568;;;
1;2010-01-05;6.458559513092041;6.454843680063883;;
2;2010-01-06;6.355827331542969;6.38883278104994;6.404406547546387;
3;2010-01-07;6.344077110290527;6.358995667210332;6.374241828918457;
4;2010-01-08;6.38625431060791;6.37716809614205;6.380248069763184;6.391595687395263
5;2010-01-11;6.3299174308776855;6.345667652632474;6.355082750320435;6.371036268556071
6;2010-01-12;6.257915019989014;6.287165897536834;6.306498885154724;6.333329185700386
7;2010-01-13;6.346185207366943;6.326512104090241;6.326342046260834;6.337614526255906
8;2010-01-14;6.309431076049805;6.315124752063284;6.317886561155319;6.328220042853872
9;2010-01-15;6.2039875984191895;6.241033316300554;6.260937079787254;6.286809228042312
10;2010-01-19;6.478441715240479;6.399305582260504;6.369689397513866;6.350686723775035
11;2010-01-20;6.378722667694092;6.385583639216229;6.374206032603979;6.360032038414721
12;2010-01-21;6.268459320068359;6.307500759784316;6.321332676336169;6.329507798965934
13;2010-01-22;5.957551956176758;6.074201557379277;6.1394423162564635;6.205522518036209
14;2010-01-25;6.117826461791992;6.103284826987753;6.128634389024228;6.176290499288137
15;2010-01-26;6.204289436340332;6.170621233222805;6.16646191268228;6.185623478305535
16;2010-01-27;6.2627363204956055;6.232031291404672;6.214599116588943;6.21132775903556
17;2010-01-28;6.003946781158447;6.079974951240523;6.109272948873695;6.142200766409856
18;2010-01-29;5.786131381988525;5.8840792384058584;5.94770216543111;6.023510971602747
19;2010-02-01;5.866569995880127;5.872406410055371;5.907136080655619;5.97119731302854
20;2010-02-02;5.9006123542785645;5.891210372870834;5.9038742174670915;5.947668993445215
21;2010-02-03;6.002140045166016;5.965163487734289;5.953007131316554;5.965826010685483
22;2010-02-04;5.785830974578857;5.845608478964001;5.8694190529477055;5.9058276653166075
23;2010-02-05;5.888562679290772;5.874244612515182;5.8789908661192385;5.900072669974662
24;2010-02-08;5.848190307617188;5.85687507591652;5.863590586868213;5.8827785491888385
25;2010-02-09;5.910554885864258;5.8926616158816785;5.887072736366235;5.8920373280806455
26;2010-02-10;5.878318786621094;5.883099729707956;5.882695761493665;5.887464480927462
27;2010-02-11;5.985269546508789;5.951212940908512;5.933982654001227;5.9200661694545715
28;2010-02-12;6.036787986755371;6.008262971473084;5.985385320378299;5.958973441888172
29;2010-02-16;6.127767562866211;6.087932699068503;6.056576441622255;6.015238148880852
30;2010-02-17;6.10215950012207;6.097417233104214;6.079367970872163;6.044211932627925
31;2010-02-18;6.113607406616211;6.108210682112212;6.096487688744187;6.067343757290688
32;2010-02-19;6.075647830963135;6.086502114679494;6.086067759853661;6.070111781848171
33;2010-02-22;6.037991046905518;6.054161402830176;6.062029403379589;6.05940487020062
34;2010-02-23;5.936764717102051;5.975896945678093;5.99939706024082;6.018524819167764
35;2010-02-24;6.045219421386719;6.022111929483843;6.02230824081377;6.027423019907416
36;2010-02-25;6.085591793060303;6.064431838534817;6.053950016937036;6.046812610958379
37;2010-02-26;6.164522647857666;6.131159044750049;6.1092363323973515;6.086049289924809
38;2010-03-01;6.296176433563232;6.241170637292171;6.202706382980292;6.156091671137617
39;2010-03-02;6.291958332061768;6.275029100471902;6.24733235752103;6.201380558112334
40;2010-03-03;6.306417465209961;6.295954676963941;6.276874911365495;6.23639286047821
41;2010-03-04;6.347992420196533;6.330646505785669;6.312433665781015;6.273592713717651
42;2010-03-05;6.596236228942871;6.507706321223804;6.454334947361943;6.381140552126059
43;2010-03-08;6.600154876708984;6.569338691547257;6.527244912035464;6.454145326987034
44;2010-03-09;6.71885347366333;6.669015212957973;6.623049192849397;6.542381375879134
45;2010-03-10;6.773684501647949;6.73879473875129;6.698366847248673;6.619482417802073
46;2010-03-11;6.793567657470703;6.775310017897565;6.745967252359688;6.67751083102495
47;2010-03-12;6.826707363128662;6.809574914718297;6.786337307744175;6.727243008392854
48;2010-03-15;6.743557453155518;6.7655632736764435;6.764947380449846;6.732681156647075
49;2010-03-16;6.761934757232666;6.763144262713926;6.7634410688412565;6.742432356842273
50;2010-03-17;6.751993179321289;6.755710207118835;6.757717124081273;6.745619297668613
51;2010-03-18;6.7679595947265625;6.763876465523986;6.762838359403918;6.753066063354597
52;2010-03-19;6.695656776428223;6.718396672793477;6.729247567916071;6.733929634379139
53;2010-03-22;6.770972728729248;6.753447376750659;6.750110148322659;6.7462773324958425
54;2010-03-23;6.879728317260742;6.837634670424047;6.8149192327917;6.790760994084143
55;2010-03-24;6.910158157348633;6.885983661707105;6.862538695070167;6.83056004850564
56;2010-03-25;6.828212738037109;6.8474697125937745;6.845375716553638;6.829777611682797
57;2010-03-26;6.956252098083496;6.9199913029202555;6.900813907318567;6.871935773816364
58;2010-03-29;7.001140117645264;6.974090512736927;6.950977012481916;6.915003888425997
59;2010-03-30;7.105379104614258;7.061616240655148;7.028178058548087;6.978462293822084
60;2010-03-31;7.079770565032959;7.073719123573689;7.0539743117905225;7.012231717559043
61;2010-04-01;7.108992099761963;7.097234441032538;7.081483205776243;7.04448517829335
62;2010-04-05;7.184913635253906;7.155687237180116;7.1331984205150745;7.091294663946869
63;2010-04-06;7.216547966003418;7.196261056395651;7.174873193259247;7.133045764632385
64;2010-04-07;7.248480319976807;7.231073898783088;7.211676756618027;7.1715239497471925
65;2010-04-08;7.228895664215088;7.229621742404421;7.220286210416557;7.190647854569825
