;date;open;high;low;volume;close;dividends;splits
0;2010-01-04;6.429938538443087;6.4621740257756315;6.398305598620858;493729600;6.447412014007568;0.0;0.0
1;2010-01-05;6.465187536085361;6.495012835085951;6.4245159790428445;601904800;6.458559513092041;0.0;0.0
2;2010-01-06;6.458559270675418;6.484167138135582;6.3491993087984255;552160000;6.355827331542969;0.0;0.0
3;2010-01-07;6.37932573731556;6.386857581174468;6.297983432577973;477131200;6.344077110290527;0.0;0.0
4;2010-01-08;6.33564152912262;6.386857260320984;6.298285194397702;447610800;6.38625431060791;0.0;0.0
5;2010-01-11;6.410957644337157;6.416983118453662;6.279906800179867;462229600;6.3299174308776855;0.0;0.0
6;2010-01-12;6.302201056536096;6.3196753370603;6.218750637423348;594459600;6.257915019989014;0.0;0.0
7;2010-01-13;6.262433930109585;6.354620871399993;6.148856152786487;605892000;6.346185207366943;0.0;0.0
8;2010-01-14;6.3299176888809425;6.3404618667800134;6.297079255842104;432894000;6.309431076049805;0.0;0.0
9;2010-01-15;6.354620835182287;6.374806174003466;6.202179956136695;594067600;6.2039875984191895;0.0;0.0
10;2010-01-19;6.276291873909706;6.482960821085771;6.2434542448044095;730007600;6.4784417152404785;0.0;0.0
11;2010-01-20;6.474524892054024;6.493806007304127;6.311539836912132;612152800;6.378722667694092;0.0;0.0
12;2010-01-21;6.389268090427775;6.426323557360995;6.24255058036858;608154400;6.268459320068359;0.0;0.0
13;2010-01-22;6.229596114681882;6.2512870198757025;5.939777609672108;881767600;5.957551956176758;0.0;0.0
14;2010-01-25;6.1009555329285385;6.166932477299635;6.031061627317849;1065699600;6.117826461791992;0.0;0.0
15;2010-01-26;6.204590710081478;6.438373904160736;6.103063872722991;1867110000;6.204289436340332;0.0;0.0
16;2010-01-27;6.231705522511285;6.34407782999164;6.0111779361206565;1722568400;6.2627363204956055;0.0;0.0
17;2010-01-28;6.173861952102056;6.191033750758286;5.98617243502413;1173502400;6.003946781158447;0.0;0.0
18;2010-01-29;6.057874274476477;6.091616130442723;5.731602039238601;1245952400;5.786131381988525;0.0;0.0
19;2010-02-01;5.795470992444065;5.904830961629401;5.763235502319775;749876400;5.866569995880127;0.0;0.0
20;2010-02-02;5.902119125221745;5.914470946397186;5.825898477507864;698342400;5.9006123542785645;0.0;0.0
21;2010-02-03;5.8798257042848;6.0313632000319;5.85723057267884;615328000;6.002140045166016;0.0;0.0
22;2010-02-04;5.926823080361976;5.976231175493704;5.771369833232195;757652000;5.785830974578857;0.0;0.0
23;2010-02-05;5.80330460533931;5.904831464864726;5.749678672176092;850306800;5.8885626792907715;0.0;0.0
24;2010-02-08;5.89548946747531;5.961466789668747;5.844575023719569;478270800;5.8481903076171875;0.0;0.0
25;2010-02-09;5.917483780272863;5.950020542650204;5.867172267871356;632886800;5.910554885864258;0.0;0.0
26;2010-02-10;5.90151606139598;5.922906900336321;5.852410048038445;370361600;5.878318786621094;0.0;0.0
27;2010-02-11;5.871089589587284;6.017806715347871;5.846385539710414;550345600;5.985269546508789;0.0;0.0
28;2010-02-12;5.9684000233131735;6.074747690825286;5.889769552512477;655468800;6.036787986755371;0.0;0.0
29;2010-02-16;6.083782403671983;6.136504098619546;6.071129309510258;543737600;6.127767562866211;0.0;0.0
30;2010-02-17;6.151566777010422;6.1551820613392;6.051244648059679;436396800;6.10215950012207;0.0;0.0
31;2010-02-18;6.074442226632647;6.142529280481181;6.05305259773653;422825200;6.113607406616211;0.0;0.0
32;2010-02-19;6.081372433776827;6.121741904841365;6.058776905175146;415469600;6.075647830963135;0.0;0.0
33;2010-02-22;6.095834811231823;6.1006547897300925;6.000935576724882;390563600;6.037991046905518;0.0;0.0
34;2010-02-23;6.025337190740008;6.065405796066256;5.896093966494737;575094800;5.936764717102051;0.0;0.0
35;2010-02-24;5.972011127181164;6.068717962888491;5.960261454195742;460566400;6.045219421386719;0.0;0.0
36;2010-02-25;5.946406510620324;6.111500536269053;5.9316444961546795;665126000;6.085591793060303;0.0;0.0
37;2010-02-26;6.097038932858372;6.181092302839909;6.085590931924993;507460800;6.164522647857666;0.0;0.0
38;2010-03-01;6.198565348585774;6.3115405901733235;6.1895275384207835;550093600;6.296176433563232;0.0;0.0
39;2010-03-02;6.324494688605241;6.351608922410073;6.258517349847729;566546400;6.291958332061768;0.0;0.0
40;2010-03-03;6.294668595551339;6.322686244771488;6.264542030462102;372052800;6.306417465209961;0.0;0.0
41;2010-03-04;6.304911890737833;6.354319167793294;6.28532869832281;366041200;6.347992420196533;0.0;0.0
42;2010-03-05;6.475428301774647;6.618831352171549;6.466088817916515;899620400;6.596236228942871;0.0;0.0
43;2010-03-08;6.628172532686424;6.630582320597713;6.5751495561793245;429889600;6.600154876708984;0.0;0.0
44;2010-03-09;6.576956756245125;6.778504066823439;6.564303661064896;920259200;6.71885347366333;0.0;0.0
45;2010-03-10;6.743257056146539;6.792966023837564;6.724277209975829;596218000;6.773684501647949;0.0;0.0
46;2010-03-11;6.745667137726167;6.793567657470703;6.727891984744031;405700400;6.793567657470703;0.0;0.0
47;2010-03-12;6.849904236041786;6.860750091447186;6.8010994956561275;416323600;6.826707363128662;0.0;0.0
48;2010-03-15;6.7899524031880825;6.793566883659309;6.635402189858599;493502800;6.743557453155518;0.0;0.0
49;2010-03-16;6.753800767857857;6.777901864453634;6.703489256088444;446908000;6.761934757232666;0.0;0.0
50;2010-03-17;6.775491728578522;6.822187955561928;6.726385713703981;450956800;6.751993179321289;0.0;0.0
51;2010-03-18;6.751389137071141;6.77850377321426;6.706500959506036;342109600;6.7679595947265625;0.0;0.0
52;2010-03-19;6.77217871066484;6.7857356290714534;6.664927251875943;559445600;6.695656776428223;0.0;0.0
53;2010-03-22;6.642030780505369;6.808631545566175;6.6323900204230455;456419600;6.770972728729248;0.0;0.0
54;2010-03-23;6.7977834824193035;6.892381812256138;6.751388138571986;602431200;6.879728317260742;0.0;0.0
55;2010-03-24;6.858039003554134;6.935163477202838;6.854122042438085;597780400;6.910158157348633;0.0;0.0
56;2010-03-25;6.956853807306262;6.958360578216667;6.816161788630876;542284400;6.828212738037109;0.0;0.0
57;2010-03-26;6.897504926146724;6.987884633724581;6.885453976681974;640875200;6.956252098083496;0.0;0.0
58;2010-03-29;7.019518218454085;7.045727827749395;6.97794324582113;540744400;7.001140117645264;0.0;0.0
59;2010-03-30;7.127974235588163;7.154486327886238;7.057176104905303;527310000;7.105379104614258;0.0;0.0
60;2010-03-31;7.094533380898393;7.1282752361566315;7.063502587133617;430659600;7.079770565032959;0.0;0.0
61;2010-04-01;7.1523747050773565;7.192141221774939;7.011984388512272;603145200;7.108992099761963;0.0;0.0
62;2010-04-05;7.079169357501441;7.185516182794619;7.072842206089279;684507600;7.184913635253906;0.0;0.0
63;2010-04-06;7.176178079723086;7.2376363283435525;7.140026026804673;447017200;7.216547966003418;0.0;0.0
64;2010-04-07;7.216846980138804;7.288247648398862;7.190034020045201;628502000;7.248480319976807;0.0;0.0
65;2010-04-08;7.243657670321789;7.276796966210589;7.171353605751863;572989200;7.228895664215088;0.0;0.0
66;2010-04-09;7.273483414053202;7.2873420015815755;7.244260273021352;334182800;7.284328460693359;0.0;0.0
67;2010-04-12;7.296681788296441;7.322892198335015;7.284932516063749;333026400;7.299393653869629;0.0;0.0
68;2010-04-13;7.286440834121118;7.3147597638687545;7.263844899266518;306210800;7.303612232208252;0.0;0.0
69;2010-04-14;7.389470750236653;7.4054378505911345;7.3530178472558685;404076400;7.401822566986084;0.0;0.0
70;2010-04-15;7.404535724863928;7.502447672396121;7.396401736683023;376784800;7.499134063720703;0.0;0.0
71;2010-04-16;7.488589303545886;7.566015444946631;7.367480482753377;750545600;7.453341484069824;0.0;0.0
